timestamp,open,high,low,close,volume,number_of_trades,return,jump_detected_1_3,jump_size_1_3,jump_detected_2_3,jump_size_2_3,jump_detected_3_3,jump_size_3_3,jump_detected_1_1,jump_size_1_1,jump_detected_2_1,jump_size_2_1,RV_d,log1+J,sigma2_hat,RS_neg,RS_pos,RS,BPV,JP,J_test_statistic,BPV_test_jump,rolling_mean_return_15min,rolling_std_return_15min,rolling_mean_volume_15min,rolling_std_volume_15min,return_lag_1min,return_lag_5min,return_lag_10min,return_lag_15min,return_volume_interaction,ema_return_5min,hist_vol_5min,macd,macd_signal,rsi,bollinger_hband,bollinger_lband,atr
2019-02-28,3818.04,3888.0,3763.87,3813.69,32561.961044,233849,-0.00019664059275780683,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.861863850860288e-06,7.861832946532477e-06,1.344407040367469e-05,0.00548836836238507,0.0018000553956515695,-0.4576331024286564,0.043343021728989996,-0.5009761241576464,-10.558403271698252,0,-0.0003050887349524376,0.000618814552994042,34678.43251606667,13947.416413523633,3.6668412785688906e-05,-1.214245037095472e-05,-9.746613700685836e-05,-0.00045426595282344235,-6.403003321048774,-0.0002811384675878814,0.00030833880806070566,-5.701732079449538e-05,-0.0001010879698277042,50.44282360554728,0.0008225538994881139,-0.001401759992265317,134.4831783899191
2019-03-01,3814.26,3857.0,3813.01,3823.0,23174.57217,179860,0.0001726541923941761,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.864870347035361e-06,7.864839419054617e-06,1.4339984814545449e-05,0.005975779797942433,0.001499663256823826,-0.4155835348921628,0.042568488427517884,-0.4581520233196807,-9.762703592348227,0,-0.0002770556899281086,0.0006309977131796485,34773.17057666667,13857.89169179917,-0.00019664059275780683,-0.0006675906368678984,-0.0004784168841929879,-0.0002478414829707592,4.001187042091899,-0.00012987424759386225,0.0003081351797317896,-1.304494904195576e-05,-8.347936567055451e-05,52.66162252672962,0.0008237360198527716,-0.001402048307231658,128.01937993349628
2019-03-02,3822.17,3841.31,3772.25,3819.93,19445.838355,149854,0.0003534720813498156,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.352081138475525e-06,7.352054112140276e-06,1.3780459627387183e-05,0.005975779797942433,0.001523840837703107,-0.4138300347773046,0.03948596036387476,-0.4533159951411794,-10.480434842251244,0,-0.0002758866898515364,0.0006322295148483556,34684.36827373334,13957.887524864253,0.0001726541923941761,-0.00019068590823617833,-0.0018573378973753341,0.0003359370802012336,6.8735609569339235,3.124119538736367e-05,0.0003829824461085775,3.5979218818084504e-05,-5.958764877282671e-05,53.753424499224266,0.0008891374433391334,-0.0013522444158653353,123.80799565253226
2019-03-03,3819.97,3835.0,3781.32,3807.75,16718.16541,127681,0.0004255386279915573,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.373760654632094e-06,7.373733468699149e-06,1.3619783620122958e-05,0.005975779797942433,0.0007130380294103796,-0.44785844982748557,0.04017579378358495,-0.4880342436110705,-11.14746984813706,0,-0.0002985722998849904,0.0005973224505340737,34494.51311766667,14195.56075072369,0.0003534720813498156,-0.0006377208127539478,-0.0003580484114618975,0.0007658227784933671,7.114225171107312,0.00016267367292209487,0.0002502457434381847,7.972734586141072e-05,-3.172464984597923e-05,54.206748784137304,0.0009628880536714007,-0.0013435157820281495,118.7988531059228
2019-03-04,3807.32,3830.0,3670.69,3715.3,34742.84166,218615,-0.000914716232732402,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8.13612580556095e-06,8.13609270743255e-06,1.3710919900581836e-05,0.006193168713060537,0.0008429491971355363,-0.553236667166483,0.04607716359583939,-0.5993138307623224,-12.006743123755092,0,-0.0003688244447776553,0.0006041046028886541,35098.02070973334,13985.395790711369,0.0004255386279915573,3.6668412785688906e-05,-0.0011099340224298023,0.00013906594065757184,-31.77984123765355,-0.00019645629562940409,0.0005491147679219254,6.179452565679088e-06,-2.414382936364757e-05,45.31118995286199,0.000924140368008578,-0.0014235051988192638,121.69250645549974
2019-03-05,3716.1,3877.1,3703.55,3857.73,32962.536162,202444,1.5553308966875042e-05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.930010155086179e-06,7.929978712612993e-06,1.3303510293385775e-05,0.006802985936503551,0.0006748431685480672,-0.5419347225691097,0.045568185037477296,-0.587502907606587,-11.892830976774663,0,-0.0003612898150460731,0.0006084202356417571,33026.0077544,11466.235029386398,-0.000914716232732402,-0.00019664059275780683,-1.214245037095472e-05,-9.746613700685836e-05,0.5126765092593774,-0.0001257864274306444,0.0005413482027918393,2.269557422092367e-05,-1.4775948646733321e-05,51.28668211519152,0.0009491177574729259,-0.0014015006621045801,125.39661313724973
2019-03-06,3857.58,3907.0,3813.09,3861.84,24775.11883,165101,0.00024343691607950642,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.927846286515335e-06,7.927814861352233e-06,1.3172722015782164e-05,0.007304559134914028,0.0006611385273072237,-0.4697493425418602,0.03166984887842916,-0.5014191914202893,-14.832699213219609,0,-0.00031316622836124016,0.0006267655086130066,31330.537498600002,10591.132038347929,1.5553308966875042e-05,0.0001726541923941761,-0.0006675906368678984,-0.0004784168841929879,6.031178523478509,-2.7119795939274676e-06,0.000547538819771835,5.355566583762524e-05,-1.1096257498616092e-06,52.651486847749446,0.0009912490790577458,-0.0013945041437843735,123.14756934173188
2019-03-07,3861.84,3905.4,3840.4,3873.64,26455.257661,180520,-0.00018069225834468826,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.84764225688691e-06,7.847611464336188e-06,1.2775296776303255e-05,0.0035078320540241122,0.0006611385273072237,-0.3020847786387956,0.021914736886498015,-0.32399951552529366,-13.784549648182836,0,-0.00020138985242586376,0.0004586754123953302,30680.545286,10569.762591829374,0.00024343691607950642,0.0003534720813498156,-0.00019068590823617833,-0.0018573378973753341,-4.7802602518567054,-6.20387391775144e-05,0.0005186949066411492,4.328981298111519e-05,7.770261996333752e-06,49.85202008336492,0.0009398361929997714,-0.0013947541915809913,118.99417153160819
2019-03-08,3873.63,3932.0,3800.0,3864.89,34730.366592,211534,-0.0006337111239555708,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.662747517452642e-06,7.662718158700924e-06,1.2471815860976621e-05,0.003811599969218162,0.0006611385273072237,-0.32965104988816296,0.01747090036567009,-0.3471219502538331,-18.868578206531335,0,-0.00021976736659210866,0.00047076363931369337,30922.3107436,10621.485690224285,-0.00018069225834468826,0.0004255386279915573,-0.0006377208127539478,-0.0003580484114618975,-22.009019648405324,-0.00025259620077019984,0.0004738651232536343,-1.384822416518512e-06,5.9392451137633e-06,46.97879671945304,0.0007882334698568964,-0.00138310485868301,119.92315927935046
2019-03-09,3864.88,3971.75,3854.75,3943.04,30979.747653,206869,-0.0001546910050265806,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.667337488637798e-06,7.667308094810804e-06,1.2435314722141913e-05,0.0024693508279836434,0.0006611385273072237,-0.23412674814784082,0.01879904151913089,-0.2529257896669717,-12.45418538544006,0,-0.00015608449876522722,0.00040121808286478676,31391.41633713333,10445.153767311596,-0.0006337111239555708,-0.000914716232732402,3.6668412785688906e-05,-0.0011099340224298023,-4.792288299912421,-0.00021996113552232678,0.00032280901519295585,1.8418952055000997e-06,5.1197751321106594e-06,50.244310538544106,0.0007573544041253614,-0.0013816014875198902,119.71436218796828
